1 | 174
2 | 50
3 | 50
4 | 50
5 | 181
6 | 174
7 | 174
8 | 230
9 | 181
10 | 174
11 | 174
12 | 204
13 | 174
14 | 174
15 | 181
16 | 174
17 | 117
18 | 174
19 | 204
20 | 172
21 | 50
22 | 550
23 | 174
24 | 174
25 | 174
26 | 50
27 | 181
28 | 174
29 | 174
30 | 174
31 | 89
32 | 181
33 | 328
34 | 288
35 | 328
36 | 1325
37 | 550
38 | 501
39 | 286
40 | 286
41 | 174
42 | 69
43 | 174
44 | 174
45 | 181
46 | 258
47 | 286
48 | 174
49 | 168
50 | 294
51 | 181
52 | 1
53 | 181
54 | 50
55 | 174
56 | 174
57 | 50
58 | 174
59 | 174
60 | 174
61 | 328
62 | 174
63 | 50
64 | 174
65 | 174
66 | 181
67 | 405
68 | 50
69 | 174
70 | 174
71 | 174
72 | 174
73 | 89
74 | 272
75 | 174
76 | 174
77 | 174
78 | 1
79 | 50
80 | 174
81 | 1
82 | 174
83 | 174
84 | 405
85 | 174
86 | 259
87 | 174
88 | 328
89 | 50
90 | 174
91 | 174
92 | 174
93 | 275
94 | 174
95 | 174
96 | 174
97 | 174
98 | 204
99 | 174
100 | 272
101 | 117
102 | 230
103 | 257
104 | 181
105 | 302
106 | 174
107 | 355
108 | 50
109 | 174
110 | 550
111 | 286
112 | 272
113 | 181
114 | 174
115 | 174
116 | 174
117 | 195
118 | 174
119 | 174
120 | 50
121 | 174
122 | 174
123 | 654
124 | 174
125 | 174
126 | 272
127 | 181
128 | 174
129 | 1062
130 | 174
131 | 1257
132 | 174
133 | 315
134 | 50
135 | 174
136 | 50
137 | 121
138 | 174
139 | 50
140 | 286
141 | 117
142 | 272
143 | 328
144 | 174
145 | 174
146 | 300
147 | 286
148 | 174
149 | 272
150 | 9
151 | 174
152 | 88
153 | 174
154 | 174
155 | 328
156 | 174
157 | 405
158 | 174
159 | 121
160 | 204
161 | 315
162 | 174
163 | 315
164 | 50
165 | 181
166 | 272
167 | 168
168 | 121
169 | 483
170 | 328
171 | 272
172 | 137
173 | 286
174 | 204
175 | 174
176 | 1
177 | 204
178 | 174
179 | 328
180 | 69
181 | 1325
182 | 50
183 | 229
184 | 88
185 | 50
186 | 174
187 | 69
188 | 174
189 | 174
190 | 405
191 | 272
192 | 117
193 | 174
194 | 174
195 | 98
196 | 204
197 | 174
198 | 174
199 | 169
200 | 174
201 | 174
202 | 50
203 | 181
204 | 305
205 | 258
206 | 272
207 | 174
208 | 88
209 | 50
210 | 174
211 | 69
212 | 735
213 | 174
214 | 174
215 | 174
216 | 174
217 | 550
218 | 204
219 | 50
220 | 286
221 | 174
222 | 174
223 | 405
224 | 69
225 | 174
226 | 174
227 | 50
228 | 258
229 | 315
230 | 174
231 | 181
232 | 69
233 | 174
234 | 174
235 | 174
236 | 174
237 | 174
238 | 121
239 | 174
240 | 286
241 | 272
242 | 283
243 | 174
244 | 174
245 | 405
246 | 174
247 | 50
248 | 174
249 | 174
250 | 174
251 | 405
252 | 137
253 | 174
254 | 174
255 | 405
256 | 174
257 | 70
258 | 328
259 | 258
260 | 328
261 | 328
262 | 69
263 | 50
264 | 117
265 | 50
266 | 1
267 | 174
268 | 174
269 | 174
270 | 174
271 | 174
272 | 174
273 | 315
274 | 174
275 | 230
276 | 174
277 | 50
278 | 272
279 | 550
280 | 174
281 | 258
282 | 328
283 | 204
284 | 315
285 | 174
286 | 204
287 | 181
288 | 174
289 | 405
290 | 174
291 | 174
292 | 174
293 | 174
294 | 405
295 | 174
296 | 50
297 | 174
298 | 174
299 | 174
300 | 881
301 | 174
302 | 258
303 | 174
304 | 328
305 | 174
306 | 1082
307 | 174
308 | 69
309 | 50
310 | 181
311 | 174
312 | 174
313 | 174
314 | 69
315 | 174
316 | 174
317 | 258
318 | 69
319 | 328
320 | 174
321 | 174
322 | 69
323 | 174
324 | 117
325 | 174
326 | 174
327 | 174
328 | 174
329 | 181
330 | 174
331 | 174
332 | 174
333 | 204
334 | 174
335 | 328
336 | 204
337 | 181
338 | 89
339 | 174
340 | 69
341 | 330
342 | 174
343 | 174
344 | 174
345 | 174
346 | 174
347 | 405
348 | 405
349 | 121
350 | 174
351 | 328
352 | 174
353 | 272
354 | 69
355 | 1175
356 | 315
357 | 405
358 | 168
359 | 405
360 | 174
361 | 174
362 | 328
363 | 174
364 | 288
365 | 1
366 | 559
367 | 98
368 | 50
369 | 181
370 | 174
371 | 174
372 | 174
373 | 174
374 | 174
375 | 98
376 | 50
377 | 315
378 | 174
379 | 174
380 | 174
381 | 69
382 | 174
383 | 174
384 | 328
385 | 174
386 | 405
387 | 174
388 | 50
389 | 174
390 | 50
391 | 174
392 | 315
393 | 174
394 | 174
395 | 50
396 | 405
397 | 174
398 | 174
399 | 174
400 | 286
401 | 174
402 | 50
403 | 117
404 | 328
405 | 784
406 | 174
407 | 174
408 | 272
409 | 174
410 | 315
411 | 174
412 | 174
413 | 50
414 | 272
415 | 172
416 | 174
417 | 174
418 | 328
419 | 174
420 | 50
421 | 174
422 | 50
423 | 328
424 | 50
425 | 174
426 | 174
427 | 300
428 | 272
429 | 174
430 | 50
431 | 328
432 | 50
433 | 60
434 | 121
435 | 174
436 | 69
437 | 174
438 | 50
439 | 117
440 | 170
441 | 405
442 | 174
443 | 258
444 | 50
445 | 174
446 | 286
447 | 174
448 | 286
449 | 60
450 | 174
