1 | 174
1 | 204
1 | 172
1 | 168
1 | 69
1 | 50
1 | 79
1 | 423
1 | 195
1 | 98
1 | 56
1 | 28
1 | 210
1 | 89
1 | 96
1 | 173
1 | 202
1 | 176
1 | 216
1 | 234
2 | 50
2 | 100
2 | 237
2 | 121
2 | 181
2 | 1
2 | 7
2 | 127
2 | 117
2 | 258
2 | 286
2 | 9
2 | 294
2 | 111
2 | 257
2 | 25
2 | 222
2 | 276
2 | 275
2 | 405
3 | 328
3 | 302
3 | 313
3 | 258
3 | 307
3 | 300
3 | 288
3 | 333
3 | 286
3 | 269
3 | 326
3 | 272
3 | 331
3 | 327
3 | 301
3 | 271
3 | 690
3 | 310
3 | 347
3 | 315
4 | 288
4 | 50
4 | 302
4 | 328
4 | 748
4 | 326
4 | 333
4 | 307
4 | 313
4 | 286
4 | 258
4 | 294
4 | 300
4 | 269
4 | 245
4 | 271
4 | 121
4 | 268
4 | 181
4 | 751
5 | 204
5 | 82
5 | 210
5 | 172
5 | 174
5 | 95
5 | 195
5 | 168
5 | 385
5 | 202
5 | 186
5 | 403
5 | 176
5 | 96
5 | 69
5 | 79
5 | 568
5 | 89
5 | 423
5 | 28
6 | 174
6 | 168
6 | 204
6 | 172
6 | 69
6 | 89
6 | 135
6 | 191
6 | 216
6 | 132
6 | 98
6 | 97
6 | 79
6 | 195
6 | 50
6 | 238
6 | 173
6 | 423
6 | 186
6 | 210
7 | 174
7 | 204
7 | 69
7 | 172
7 | 195
7 | 89
7 | 79
7 | 176
7 | 234
7 | 423
7 | 96
7 | 168
7 | 98
7 | 186
7 | 28
7 | 210
7 | 56
7 | 97
7 | 202
7 | 385
8 | 172
8 | 96
8 | 22
8 | 176
8 | 385
8 | 79
8 | 174
8 | 89
8 | 195
8 | 56
8 | 204
8 | 69
8 | 210
8 | 230
8 | 161
8 | 568
8 | 183
8 | 228
8 | 550
8 | 403
9 | 174
9 | 98
9 | 172
9 | 181
9 | 423
9 | 204
9 | 56
9 | 210
9 | 79
9 | 69
9 | 96
9 | 202
9 | 22
9 | 195
9 | 168
9 | 234
9 | 173
9 | 176
9 | 186
9 | 28
10 | 174
10 | 69
10 | 204
10 | 135
10 | 172
10 | 168
10 | 238
10 | 89
10 | 98
10 | 56
10 | 97
10 | 186
10 | 195
10 | 79
10 | 357
10 | 197
10 | 211
10 | 216
10 | 176
10 | 423
